"Registration Authority Code","Country","Country Code","Jurisdiction (country or region)","International name of Register","Local name of Register","International name of organisation responsible for the Register","Local name of organisation responsible for the Register","Website","Comments"
"RA000511","San Marino","SM","San Marino","Registry of Companies","Registro imprese","Chamber of Commerce San Marino","Camera di Commercio della Repubblica di San Marino","https://registroimprese.cc.sm/",""
"RA000993","San Marino","SM","San Marino","","","Central Bank of the Republic of San Marino (CBSM)","Banca Centrale della Repubblica di San Marino","https://www.bcsm.sm/site/en/home.html","to be used as a Validation Authority for funds"
"RA000512","Sao Tome and Principe","ST","Sao Tome and Principe","","","","Guiché Único para Empresas (do Ministério da Justiça e Direitos Humanos)","https://publicmanager-guenet.cloud-stp.net/publicmanager-guenet/pages/index.php5",""
"RA000994","Sao Tome and Principe","ST","Sao Tome and Principe","","","Central Bank of São Tomé and Príncipe","Banco Central de São Tomé e Príncipe","https://bcstp.st/","to be used as a Validation Authority for funds"
"RA000513","Saudi Arabia","SA","Saudi Arabia","Kingdom of Saudi Arabia Commercial Register","السجل التجارى","Ministry of Commerce and Industry","","https://mci.gov.sa/en/eservices/Pages/default.aspx",""
"RA000702","Saudi Arabia","SA","Saudi Arabia","","","Saudi Capital Market Authority","هيئة سوق المال السعودية","https://www.cma.org.sa","To be used for funds"
"RA000514","Senegal","SN","Senegal","","","Observation Post of Industrial Activities in Senegal","Observatoire de L'Industrie du Senegal (Ministère du Commerce de l'Industrie et du Secteur Informel)","http://www.obs-industrie.sn/menuang/liste%20of%20entreprise.htm#",""
"RA000515","Senegal","SN","Senegal","","Registre du Commerce et du Crédit Mobilier (RCCM)","","Greffe du Tribunal","http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/196",""
"RA000516","Senegal","SN","Senegal","","","Trade Point Senegal (Ministry of Commerce)","Trade Point Senegal (Ministère du Commerce)","https://www.tpsnet.org/",""
"RA000779","Senegal","SN","Senegal","database of legal notices","base de données d’annonces légales","Business Creation Support Bureau (BCE)","Bureau d'appui à la création d'entreprise (BCE)","https://www.creationdentreprise.sn/rechercher-une-societe",""
"RA000814","Senegal","SN","Senegal","","","Central Bank of West African States (BCEAO)","Banque Central des Etats de l'Afrique de l'Ouest (BCEAO)","https://www.bceao.int/index.php/en","to be used as a Validation Authority for funds"
"RA000517","Serbia","RS","Serbia","Business Entities Register - Companies","","Serbian Business Registers Agency","Агенција за привредне регистре","www.apr.gov.rs/eng/home.aspx",""
"RA000518","Serbia","RS","Serbia","","","Central Securities Depository and Clearing House","Centralni registar, depo i kliring hartija od vrednosti","http://www.crhov.rs/",""
"RA000684","Serbia","RS","Serbia","Register of Investment Funds","Регистар друштава за управљање инвестиционим фондовима","Securities Commission","Комисија за хартије од вредности","http://www.sec.gov.rs/index.php/en/public-registers-of-information/register-of-investment-funds",""
"RA000520","Seychelles","SC","Seychelles","","","Seychelles Financial Services Authority","","http://www.fsaseychelles.sc/",""
"RA000521","Seychelles","SC","Seychelles","Seychelles Business Registry","Seychelles Business Registry","","","http://www.egov.sc/Business/Licenses.aspx",""
"RA000522","Sierra Leone","SL","Sierra Leone","Business Registry","","Office of Administrator and Registrar General (OARG)","","http://www.oarg.gov.sl/business-registry.php",""
"RA000995","Sierra Leone","SL","Sierra Leone","","","Bank of Sierra Leone","Bank of Sierra Leone","http://bankofsierraleone-centralbank.org/","to be used as a Validation Authority for funds"
"RA000523","Singapore","SG","Singapore","Business Registry","","Accounting and Corporate Regulatory Authority (ACRA)","","www.acra.gov.sg",""
"RA000524","Singapore","SG","Singapore","","","Monetary Authority of Singapore","Monetary Authority of Singapore","http://www.mas.gov.sg/",""
"RA000669","Singapore","SG","Singapore","Register of Societies","","Registry of Societies","","www.ros.mha.gov.sg",""
"RA000781","Singapore","SG","Singapore","Charity Portal","Charity Portal","Commissioner of Charities","Commissioner of Charities","https://www.charities.gov.sg","to be used for charities"
"RA000996","Singapore","SG","Singapore","Offers and Prospectuses Electronic Repository and Access (OPERA)","","Monetary Authority of Singapore","","https://eservices.mas.gov.sg/opera/","to be used as a Validation Authority for funds"
"RA000525","Sint Maarten","SX","Sint Maarten","Trade Register","Handelsregister","St. Maarten Chamber of Commerce & Industry","Kamer van Koophandel en Nijverheid","www.chamberofcommerce.sx",""
"RA000855","Sint Maarten","SX","Sint Maarten","","","Central Bank of Curaçao and Sint Maarten","Centrale Bank van Curaçao en Sint Maarten","https://www.centralbank.cw/functions/supervision/supervised-institutions","to be used as a Validation Authority for funds"
"RA000526","Slovakia","SK","Slovakia","Business Register","Obchodný register","Ministry of Justice","Ministerstvo spravodlivosti","http://www.orsr.sk/Default.asp?lan=en",""
"RA000527","Slovakia","SK","Slovakia","Evidence of Civil Associations","Evidencia občianskych združení","Ministry of Interior","Ministerstvo vnútra","https://ives.minv.sk/rez/registre/pages/start.aspx?type=oz",""
"RA000528","Slovakia","SK","Slovakia","Register of Non-profit Organisations","Register neziskových organizácií","Ministry of Interior","Ministerstvo vnútra","http://ives.minv.sk/rez/registre/pages/start.aspx?type=rno",""
"RA000670","Slovakia","SK","Slovakia","Trade Register","Živnostenský register","Ministry of Interior","Ministerstvo vnútra","http://www.zrsr.sk/zr_om.aspx",""
"RA000671","Slovakia","SK","Slovakia","","","The Statistical Office","Štatistický úrad","https://slovak.statistics.sk/wps/portal/ext/Databases/register_organizacii/",""
"RA000672","Slovakia","SK","Slovakia","Register of Foundations","Register nadácií","Ministry of Interior","Ministerstvo vnútra","http://ives.minv.sk/rez/registre/pages/start.aspx?type=rnd",""
"RA000673","Slovakia","SK","Slovakia","Register of the Interest Associations of Legal Persons","Register záujmových združení právnických osôb","Ministry of Interior","Ministerstvo vnútra","http://ives.minv.sk/rez/registre/pages/start.aspx?type=po",""
"RA000674","Slovakia","SK","Slovakia","Register of Associations of Municipalities","Register združení obcí","Ministry of Interior","Ministerstvo vnútra","http://ives.minv.sk/rez/registre/pages/start.aspx?type=ob",""
"RA000675","Slovakia","SK","Slovakia","Register of Non-investment Funds","Register neinvestičných fondov","Ministry of Interior","Ministerstvo vnútra","http://ives.minv.sk/rez/registre/pages/start.aspx?type=rnf",""
"RA000676","Slovakia","SK","Slovakia","Organisations with the International Element","Organizácie s medzinárodným prvkom","Ministry of Interior","Ministerstvo vnútra","http://ives.minv.sk/rez/registre/pages/start.aspx?type=omp",""
"RA000677","Slovakia","SK","Slovakia","Register of Political Parties and Political Movements","Register politických strán a politických hnutí","Ministry of Interior","Ministerstvo vnútra","http://ives.minv.sk/rez/registre/pages/start.aspx?type=ps",""
"RA000706","Slovakia","SK","Slovakia","List of Investment Funds","Zoznam podielových fondov","National Bank of Slovakia","Národná banka Slovenska","http://www.nbs.sk/en/statistics/financial-institutions/money-market-funds-and-investment-funds/list-of-investment-funds","To be used for investment funds"
"RA000529","Slovenia","SI","Slovenia","Slovenian Business Register","Poslovni register","Agency of the Republic of Slovenia for Public Legal Records and Related Services (AJPES)","","http://www.ajpes.si/?language=english",""
"RA000997","Slovenia","SI","Slovenia","Register of Management Companies and Investment Funds","Register Družb za Upravljanje in Investicijski Skladi","Securities Market Agency","Agencija za Trg Vrednostnih Papirjev (ATVP)","https://www.a-tvp.si/eng/lists-of-issued-licences-/list-of-issued-licences","to be used as a Validation Authority for funds"
"RA000530","Solomon Islands","SB","Solomon Islands","Companies Register","","The Company Haus of Solomon Islands","","https://www.solomonbusinessregistry.gov.sb/companies/how-to-search-companies/searching-for-a-company/",""
"RA000998","Solomon Islands","SB","Solomon Islands","","","Central Bank of Solomon Islands","Central Bank of Solomon Islands","https://www.cbsi.com.sb/","to be used as a Validation Authority for funds"
"RA000531","South Africa","ZA","South Africa","Corporate Registers","","Companies and Intellectual Property Commission","","www.cipc.co.za",""
"RA000782","South Africa","ZA","South Africa","","","Financial Sector Conduct Authority","Financial Sector Conduct Authority","https://www.fsca.co.za","to be used for regulated financial entities which are not registered in the CIPC registry (RA000531)"
"RA000999","South Africa","ZA","South Africa","Administration of Trusts","Administration of Trusts","Master of the High Court; Department of Justice and Constitutional Development","Master of the High Court; Department of Justice and Constitutional Development","https://icmsweb.justice.gov.za/mastersinformation","to be used to verify information on trusts"
"RA001000","South Africa","ZA","South Africa","","","Prudential Authority, South African Reserve Bank","","https://www.resbank.co.za/","to be used as a Validation Authority for funds"
"RA000532","South Sudan","SS","South Sudan","Business Registry","","Ministry of Justice Directorate of Registration of Businesses, Associations and NGOs","","",""
"RA001001","South Sudan","SS","South Sudan","","","Bank of South Sudan","","https://www.boss.gov.ss/","to be used as a Validation Authority for funds"
"RA000728","Spain","ES","Catalonia","Inventory of Regional Institutions","Cercador d'organismes","Government of Catalonia","Generalitat de Catalunya","http://sac.gencat.cat/sacgencat/AppJava/organismes.jsp","to be used for regional institutes in Catalonia"
"RA001003","Spain","ES","Madrid","Foundations Registry","Registro de Fundaciones de la Comunidad de Madrid","Community of Madrid","Comunidad de Madrid","https://www.comunidad.madrid/servicios/asociaciones-fundaciones-colegios-profesionales/registro-fundaciones-comunidad-madrid","to be used for foundations in the city of Madrid"
"RA000533","Spain","ES","Spain","Commercial Registry","Registro Mercantil","Registrars of Spain","Registradores de España (Colegio de Registradores de la Propiedad, Mercantiles y de Bien Muebles de España)","www.registradores.org",""
"RA000534","Spain","ES","Spain","","","National Securities Market Commission","Comisión Nacional del Mercado de Valores (CNMV)","www.cnmv.es",""
"RA000535","Spain","ES","Spain","","","Tax Agency","Agencia Tributaria (AEAT)","www.agenciatributaria.es",""
"RA000536","Spain","ES","Spain","Register of Foundations","Registro de Fundaciones","Ministry of Justice","Ministerio de Justicia","https://www.mjusticia.gob.es/cs/Satellite/Portal/es/ciudadanos/registros/registro-fundaciones",""
"RA000537","Spain","ES","Spain","National Associations Register","Registro Nacional de Asociaciones","Ministry for Home Affairs","Minsterio del Interior","https://sede.mir.gob.es/nfrontal/webasocia.html",""
"RA000538","Spain","ES","Spain","Register of Cooperative Societies","Registro de Sociedades Cooperativas, Sociedades Laborales y Fundaciones Laborales","Ministry of Labour, Migrations & Social Security","Ministerio de Trabajo, Migraciones y Seguridad Social","www.empleo.gob.es",""
"RA000539","Spain","ES","Spain","","","Directorate General for Insurances and Pension Funds","Dirección General de Seguros y Fondos de Pensiones (Ministerio de Economía y Empresa)","http://www.dgsfp.mineco.es/en/Paginas/Iniciocarrousel.aspx",""
"RA000716","Spain","ES","Spain","Register of Religious Entities","Registro Entidades Religiosas","Ministry of Justice","Ministerio de Justicia","https://www.mjusticia.gob.es/cs/Satellite/Portal/es/areas-tematicas/libertad-religiosa/registro-entidades-religiosas","to be used for religious entities"
"RA000767","Spain","ES","Spain","Register of Associations of Professionals","Registro de Colegios Profesionales Oficiales","Ministry of Health","Ministerio de Sanidad","https://www.mscbs.gob.es/profesionales/socCientificas/colegios.htm","to be used for professionals in the public health area"
"RA000780","Spain","ES","Spain","Central Mercantile Registry","Registro Mercantil Central","Central Mercantile Registry","Registro Mercantil Central","http://www.rmc.es/Home.aspx",""
"RA001002","Spain","ES","Spain","Invente (Inventory of state, regional and local public sector bodies)","Invente (Inventario de entidades del sector público estatal, autonómico y local)","General Comptroller of the State Administration (IGAE; Ministry of Finance and Civil Service)","Intervención General de la Administración del Estado (IGAE; Ministerio de hacienda y función pública)","https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/basesdatos/invente/paginas/inicio.aspx","to be used to verify information on public sector bodies"
"RA000540","Sri Lanka","LK","Sri Lanka","","","Department of Registrar of Companies","","www.drc.gov.lk",""
"RA001004","Sri Lanka","LK","Sri Lanka","","","Securities and Exchange Commission of Sri Lanka","","https://www.sec.gov.lk/","to be used as a Validation Authority for funds"
"RA001005","Sri Lanka","LK","Sri Lanka","","","Central Bank of Sri Lanka","","https://www.cbsl.gov.lk/","to be used as a Validation Authority for funds"
"RA000541","Sudan","SD","Sudan","","","Ministry of Justice Commercial Registrations Department","","www.crd.gov.sd/",""
"RA001006","Sudan","SD","Sudan","","","Central Bank of Sudan","","https://cbos.gov.sd/en","to be used as a Validation Authority for funds"
"RA000542","Suriname","SR","Suriname","Trade Register","Handelsregister","Chamber of Commerce of Suriname","Kamer van Koophandel en Nijverheid","www.surinamechamber.com",""
"RA001007","Suriname","SR","Suriname","","","Central Bank of Suriname","Centrale Bank van Suriname","https://www.cbvs.sr/en/","to be used as a Validation Authority for funds"
"RA000544","Sweden","SE","Sweden","Companies Register","","Swedish Companies Registration Office","Bolagsverket","www.bolagsverket.se",""
"RA000545","Sweden","SE","Sweden","","","Statistics Sweden","Statistiska Centralbyrån","www.scb.se/en_/",""
"RA000546","Sweden","SE","Sweden","","","Swedish Tax Authority","Skatteverket","www.skatteverket.se/servicelankar/otherlanguages/inenglish.4.12815e4f14a62bc048f4edc.html",""
"RA000547","Sweden","SE","Sweden","","","Financial Supervisory Authority","Finansinspektionen","http://www.fi.se/Folder-EN/Startpage/",""
"RA000735","Sweden","SE","Sweden","The county administrative boards' common foundation database","Länsstyrelsernas gemensamma stiftelsedatabas","the joint county administrative boards","Länsstyrelserna","https://stiftelser.lansstyrelsen.se/StiftWeb/SSearch.aspx","to be used for foundations"
"RA000548","Switzerland","CH","Switzerland","UID-Register","In French: Registre IDE; in German: UID-Register; in Italian: Registro IDI","Federal Statistical Office","In French: Office fédéral de la statistique; in German: Bundesamt für Statistik; in Italian: Ufficio federale di statistica","https://www.uid.admin.ch/",""
"RA000549","Switzerland","CH","Switzerland","Commercial Register","Handelsregister","Ministry of Justice","Eidg. Amt für das Handelsregister; Bundesamt für Justiz","www.zefix.ch/",""
"RA000550","Switzerland","CH","Switzerland","","","Financial Market Supervisory Authority","Eidgenössische Finanzmarktaufsicht FINMA","https://www.finma.ch/de/finma-public/bewilligte-institute-personen-und-produkte/",""
"RA000678","Switzerland","CH","Switzerland","","","Committee for the High Supervision of Pension Funds CHS PP","Commission de haute surveillance de la prévoyance professionnelle CHS PP","http://www.oak-bv.admin.ch","to be used for approved experts and authorized asset managers of pension funds which are investment funds approved and supervised by the CHS PP (Commission de Haute Surveillance de la Prévoyance Professionnelle)."
"RA001008","Syria","SY","Syria","","","Syrian Commission on Financial Markets and Securities","","http://www.scfms.sy/","to be used as a Validation Authority for funds"
"RA000551","Taiwan","TW","Taiwan","","","Ministry of Economic Affairs","經濟部","https://findbiz.nat.gov.tw/fts/query/QueryBar/queryInit.do?request_locale=en",""
"RA001009","Taiwan","TW","Taiwan","","","Financial Supervisory Commission (FSC)","","https://www.fsc.gov.tw/en/index.jsp","to be used as a Validation Authority for funds"
"RA000552","Tajikistan","TJ","Tajikistan","Tajikistan State Register of Legal Entities and Individual Entrepreneurs (Tax Committee under the Government of Republic of Tajikistan)","Феҳристи андозсупорандагони ҳуқуқӣ","","","https://andoz.tj/",""
"RA001010","Tajikistan","TJ","Tajikistan","","","National Bank of Tajikistan","Бонки миллии Тоҷикистон","https://www.nbt.tj/en/","to be used as a Validation Authority for funds"
"RA000553","Tanzania","TZ","Tanzania","Business Register","","Business Registrations and Licensing Agency (BRELA)","","www.brela.go.tz/",""
"RA001011","Tanzania","TZ","Tanzania","","","Capital Markets and Securities Authority","Mamlaka ya Masoko ya Mitaji na Dhamana","https://www.cmsa.go.tz/","to be used as a Validation Authority for funds"
"RA001012","Tanzania","TZ","Tanzania","","","Bank of Tanzania","Benki Kuu ya Tanzania","https://www.bot.go.tz/","to be used as a Validation Authority for funds"
"RA000554","Thailand","TH","Thailand","Business Register","","Department of Business Development (Ministry of Commerce)","","www.dbd.go.th/dbdweb_en/main.php?filename=index",""
"RA001013","Thailand","TH","Thailand","","","Thailand Financial Instruments Information Center","ศูนย์ข้อมูลเครื่องมือทางการเงินแห่งประเทศไทย","http://www.tfiic.org/en/Home","to be used as a Validation Authority for funds"
"RA001014","Thailand","TH","Thailand","","","Securities and Exchange Commission","สำนักงานคณะกรรมการกำกับหลักทรัพย์และตลาดหลักทรัพย์","https://www.sec.or.th/EN","to be used as a Validation Authority for funds"
"RA000555","Timor-Leste","TL","Timor-Leste","","","","Serviço de Registo e Verificaçao Empresarial (SERVE) (Ministério da Justiça)","www.serve.gov.tl",""
"RA001015","Timor-Leste","TL","Timor-Leste","","","Central Bank of Timor-Leste","Banco Central de Timor-Leste","https://www.bancocentral.tl/en","to be used as a Validation Authority for funds"
"RA000556","Togo","TG","Togo","","Registre du Commerce et du Crédit Mobilier (RCCM)","","Centre de Formalités des Entreprises (CFE)","www.cfetogo.org/",""
"RA000814","Togo","TG","Togo","","","Central Bank of West African States (BCEAO)","Banque Central des Etats de l'Afrique de l'Ouest (BCEAO)","https://www.bceao.int/index.php/en","to be used as a Validation Authority for funds"
"RA001016","Togo","TG","Togo","","","Ministry of the Economy and Finance","Ministère de l'Economie et des Finances","https://finances.gouv.tg/","to be used as a Validation Authority for funds"
"RA000964","Tokelau","TK","Tokelau","","","Financial Markets Authority New Zealand","Financial Markets Authority New Zealand","https://www.fma.govt.nz/","to be used as a Validation Authority for funds"
"RA000557","Tonga","TO","Tonga","Business Registry","","Business Registries Office (Ministry of Commerce, Tourism and Labour)","","http://www.businessregistries.gov.to/",""
"RA001017","Tonga","TO","Tonga","","","National Reserve Bank of Tonga","National Reserve Bank of Tonga","http://www.reservebank.to/","to be used as a Validation Authority for funds"
"RA000558","Trinidad and Tobago","TT","Trinidad and Tobago","Companies Registry","Companies Registry","Registrar General's Department (Ministry of Legal Affairs)","Registrar General's Department (Ministry of Legal Affairs)","https://rgd.legalaffairs.gov.tt/",""
"RA001018","Trinidad and Tobago","TT","Trinidad and Tobago","","","Trinidad and Tobago Securities and Exchange Commission (TTSEC)","Trinidad and Tobago Securities and Exchange Commission (TTSEC)","https://www.ttsec.org.tt/","to be used as a Validation Authority for funds"
"RA001019","Trinidad and Tobago","TT","Trinidad and Tobago","","","Central Bank of Trinidad and Tobago","Central Bank of Trinidad and Tobago","https://www.central-bank.org.tt/","to be used as a Validation Authority for funds"
"RA000758","Tunisia","TN","Tunisia","National Register of Enterprises (RNE)","Registre National des Entreprises (RNE) / للمؤسسات الوطني السجل","National Register of Enterprises (RNE)","Registre National des Entreprises (RNE) / للمؤسسات الوطني السجل","https://www.registre-entreprises.tn/rne-public","replacing old organisation with RA000559"
"RA001020","Tunisia","TN","Tunisia","","","Financial Market Council","Conseil du Marché Financier (CMF)","https://www.cmf.tn/","to be used as a Validation Authority for funds"
"RA001021","Tunisia","TN","Tunisia","","","Central Bank of Tunisia","Banque Central de Tunisie","https://www.bct.gov.tn/bct/siteprod/index.jsp?la=AN","to be used as a Validation Authority for funds"
"RA000560","Turkey","TR","Turkey","Central Registry Number System (MERSIS)","","Ministry of Customs and Trade, General Directorate of Domestic Trade","Gumruk ve Ticaret Bakanligi Ic Ticaret Genel Mudurlugu","https://mersis.gtb.gov.tr/Portal/KullaniciIslemleri/GirisIslemleri","new name of the Ministry and new website addres"
"RA000561","Turkey","TR","Turkey","Trade Registry","","Turkish Trade Registry Gazette (The Union of Chambers and Commodity Exchanges of Turkey)","","https://www.ticaretsicil.gov.tr/view/hizlierisim/girisyap.php","new website address"
"RA000756","Turkey","TR","Turkey","Public Disclosure Platform","Kamuyu Aydınlatma Platformu (KAP)","Central Securities Depository of Turkey","Merkezi Kayıt Kuruluşu Anonim Şirketi (MKK)","https://www.kap.org.tr/en/","to be used for funds in Turkey"
"RA001022","Turkey","TR","Turkey","","","Capital Markets Board of Turkey","Sermaye Piyasası Kurulu (SPK)","https://www.cmb.gov.tr/","to be used as a Validation Authority for funds"
"RA000562","Turkmenistan","TM","Turkmenistan","Statistical Register of Economic Entities (State Committee of Statistics of Turkmenistan)","Statistical Register of Economic Entities (State Committee of Statistics of Turkmenistan)","","","",""
"RA001023","Turkmenistan","TM","Turkmenistan","","","Central Bank of Turkmenistan","Türkmenistanyň Merkezi Banky","https://www.cbt.tm/en/","to be used as a Validation Authority for funds"
"RA000563","Turks and Caicos Islands","TC","Turks and Caicos Islands","Companies Registry","Companies Registry","Financial Services Commission","Financial Services Commission","tcifsc.tc/departments/registries/companies",""
"RA000564","Tuvalu","TV","Tuvalu","Companies and Business Registration Register","","Registrar of Companies","","www.tuvaluislands.com/gov_addresses.htm",""
"RA000565","U.S. Virgin Islands","VI","U.S. Virgin Islands","Department of Licensing and Consumer Affairs","Department of Licensing and Consumer Affairs","","","https://secure.dlca.vi.gov/license/Asps/Search/License_search.aspx",""
"RA000665","U.S. Virgin Islands","VI","U.S. Virgin Islands","EDGAR","EDGAR","Securities and Exchange Commission","Securities and Exchange Commission","https://www.sec.gov/edgar/searchedgar/webusers.htm",""
"RA000745","U.S. Virgin Islands","VI","U.S. Virgin Islands","Registry of federally insured credit unions","Registry of federally insured credit unions","National Credit Union Administration","National Credit Union Administration","https://mapping.ncua.gov/ResearchCreditUnion.aspx","to be used for federally insured credit unions, which are not in the regular business registers in the USA; also to be used for such entities in the U.S. Virgin Islands"
"RA001024","U.S. Virgin Islands","VI","U.S. Virgin Islands","","","Division of Banking, Insurance and Financial Regulation","Division of Banking, Insurance and Financial Regulation","https://ltg.gov.vi/departments/banking-insurance-and-financial-regulation/","to be used as a Validation Authority for funds"
"RA000566","Uganda","UG","Uganda","Business Registry","","Directorate of Business Registration of Uganda Registration Services Bureau","","ursb.go.ug/",""
"RA000662","Uganda","UG","Uganda","Supervised Financial Institutions","","Bank of Uganda","","https://www.bou.or.ug/bou/supervision/financial_institutions.html",""
"RA001025","Uganda","UG","Uganda","","","Capital Markets Authority","","http://www.cmauganda.co.ug","to be used as a Validation Authority for funds"
"RA000567","Ukraine","UA","Ukraine","United State Register of Legal Entities and Individual Entrepreneurs of Ukraine (State register service of Ukraine)","Єдиний державний реєстр юридичних осіб та фізичних осіб - підприємців","State Enterprise Information Resource Centre","","http://irc.gov.ua/en",""
"RA001026","Ukraine","UA","Ukraine","","","National Securities and Stock Market Commission (NSSMC)","Національна комісія з цінних паперів та фондового ринку","https://www.nssmc.gov.ua/en/","to be used as a Validation Authority for funds"
"RA001027","Ukraine","UA","Ukraine","","","National Bank of Ukraine","Національного банку України","https://bank.gov.ua/en/","to be used as a Validation Authority for funds"
"RA000568","United Arab Emirates","AE","Abu Dhabi","Abu Dhabi Commercial Directory","Abu Dhabi Commercial Directory","Abu Dhabi Department of Economic Development","","www.ded.abudhabi.ae",""
"RA000569","United Arab Emirates","AE","Abu Dhabi","Register of Companies","","Abu Dhabi Global Market Registration Authority","","www.adgm.com","new name of organisation"
"RA000570","United Arab Emirates","AE","Ajman","Ajman Free Zone Authority","Ajman Free Zone Authority","","","http://www.afz.gov.ae/ar",""
"RA000571","United Arab Emirates","AE","Ajman","Chamber of Commerce and Industry: Industrial and Business Directory","Chamber of Commerce and Industry: Industrial and Business Directory","","","https://www.ajmanchamber.ae/abm/Default.aspx?lang=en",""
"RA000572","United Arab Emirates","AE","Ajman","","","Department of Economic Development - Ajman","","https://eservices.ajmanded.ae/en/Entities/CreateByAnon?sar=cengzdExOVhN2DsNqDEzC9lgUlh0pR6dDJWiws1WM%2fzl1zrbDVDHpEduEzcQrreFfksyp9v%2bY1s9ztQxlmDEF4tfDMNq%2bcFV0Z6yehuD9GdE6GSFtlmayV6ndlaawXmg92t51mRey%2b9VzlfCaLkM38sn0eRFtLtAQftk2KF96i00BFkFfU9A3HjPE%2bN9vgILNp8FdWl5fqrUT7B7NZVhEuJD%2fYwrQjsiu2JrmrOP3L0TGjq2pcw8KDpa1hDc8ilru3jMvHRUTVMWPlPz4qP8chqfrC%2f0vlOIR9%2fNzVXvzl8%3d",""
"RA000573","United Arab Emirates","AE","Dubai","","","Department of Economic Development - Dubai","","http://www.dubaided.gov.ae/Arabic/Pages/default.aspx",""
"RA000574","United Arab Emirates","AE","Dubai","","","Dubai Airport Free Zone","","http://www.dafz.ae/en",""
"RA000660","United Arab Emirates","AE","Dubai","Public Register","","Dubai International Financial Centre","","www.difc.ae/public-register",""
"RA000715","United Arab Emirates","AE","Dubai","Dubai Multi Commodities Center Public Directory","","Dubai Multi Commodities Center (DMCC) Free Zone","","https://landing.dmcc.ae/public-search",""
"RA000783","United Arab Emirates","AE","Dubai","Public Register","","Dubai Financial Service Authority (DFSA)","","https://www.dfsa.ae/public-register/firms","to be used for regulated entities with a license from DFSA in the Dubai International Financial Centre"
"RA001029","United Arab Emirates","AE","Dubai","axs portal","","Dubai Development Authority","","https://dda.gov.ae/dda-services/registration-licencing-services/axs-government-services/","verification of information on entities registered at this source is only possible if the client shows a certificate from this authority; such a document contains a code to verify information"
"RA001030","United Arab Emirates","AE","Dubai","","","Dubai Silicon Oasis Authority (DSOA)","","https://www.dsoa.ae/","verification of information on entities registered at this source is only possible if the client shows a certificate from this authority; such a document contains a code to verify information"
"RA000575","United Arab Emirates","AE","Fujairah","Fujairah Free Zone Company Listing","Fujairah Free Zone Company Listing","","","https://fujairahfreetradezone.com/appdir/company-listing.php",""
"RA000576","United Arab Emirates","AE","Fujairah","Fujairah Chamber of Commerce and Industry: Business Directory","Fujairah Chamber of Commerce and Industry: Business Directory","","","http://fujairahdirectory.com/",""
"RA000577","United Arab Emirates","AE","Fujairah","","","Fujairah Department of Industry and Economy","","http://www.doingbusinessinfujairah.com/fujairah-dept-industry-economy.htm",""
"RA000786","United Arab Emirates","AE","Fujairah","Licensing register","","Creative City Free Zone Authority","","https://creativecity.ae/",""
"RA001031","United Arab Emirates","AE","Fujairah","License Data","","Fujairah Municipality","","https://www.fujmun.gov.ae/LicenseInquiry.aspx",""
"RA000578","United Arab Emirates","AE","Ras Al Khaimah","RAK Investment Authority: Business Directory","RAK Investment Authority: Business Directory","Ras Al Khaimah Economic Zone","","https://rakez.com/",""
"RA000579","United Arab Emirates","AE","Ras Al Khaimah","","","Department of Economic Development","","http://www.ded.rak.ae/en/Pages/default.aspx",""
"RA000753","United Arab Emirates","AE","Ras Al Khaimah","RAK International Corporate Centre Registry","","RAK International Corporate Centre (RAK ICC)","","https://www.rakicc.com/","to be used for international business companies established in Ras Al Khaimah"
"RA000580","United Arab Emirates","AE","Sharjah","Hamriyah Free Zone Authority","Hamriyah Free Zone Authority","","","http://www.hfza.ae/en-us/",""
"RA000581","United Arab Emirates","AE","Sharjah","Sharjah Chamber of Commerce and Industry: Business Directory","Sharjah Chamber of Commerce and Industry: Business Directory","","","http://www.sharjah.gov.ae/BusinessDirectory/Index",""
"RA000582","United Arab Emirates","AE","Sharjah","Sharjah Airport International Free Zone","Sharjah Airport International Free Zone","","","http://www.saif-zone.com/en/Pages/default.aspx",""
"RA000583","United Arab Emirates","AE","Sharjah","","","Economic Development Department","","http://sedd.ae/",""
"RA000584","United Arab Emirates","AE","Umm Al Quwain","","","Umm Al Quwain Chamber of Commerce and Industry","","http://www.uaqchamber.ae/",""
"RA000752","United Arab Emirates","AE","United Arab Emirates","National Economic Register","السجل الاقتصادي الوطني","Ministry of Economy","وزارة الاقتصاد","https://cbls.economy.gov.ae/Search_By_BN.aspx","new national database for the UAE; under development; more and more emirates and special zones will add their data to this database"
"RA001028","United Arab Emirates","AE","United Arab Emirates","","","Securities and Commodities Authority","هيئة الأوراق المالية والسلع","https://www.sca.gov.ae/en/home.aspx","to be used as a Validation Authority for funds"
"RA000585","United Kingdom","GB","England and Wales","Companies Register","Companies Register","Companies House","Companies House","www.companieshouse.gov.uk",""
"RA000589","United Kingdom","GB","England and Wales","","","Charity Commission for England and Wales","Charity Commission for England and Wales","https://www.gov.uk/government/organisations/charity-commission",""
"RA000726","United Kingdom","GB","England and Wales","Regulated Law Firms","Regulated Law Firms","Solicitors Regulation Authority","Solicitors Regulation Authority","https://www.sra.org.uk/consumers/find-use-instruct-solicitor/find-solicitor/","to be used for regulated law firms"
"RA000788","United Kingdom","GB","England","","","The Church of England","The Church of England","https://www.achurchnearyou.com/","to be used for churches / parishes of the Church of England"
